job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
admin,divorced,high.school,no,yes,no,cellular,apr,fri,failure,no
entrepreneur,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
retired,married,basic,unknown,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,failure,no
blue-collar,single,basic,unknown,no,yes,cellular,apr,fri,nonexistent,no
technician,married,unknown,no,no,no,cellular,apr,fri,nonexistent,yes
admin,married,high.school,unknown,no,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,success,no
services,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,apr,fri,nonexistent,yes
admin,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
services,single,high.school,no,no,no,cellular,apr,fri,failure,no
housemaid,married,basic,unknown,unknown,unknown,cellular,apr,fri,nonexistent,yes
admin,divorced,high.school,no,unknown,unknown,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,unknown,yes,no,cellular,apr,fri,failure,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
management,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
services,single,high.school,no,no,yes,cellular,apr,fri,failure,no
admin,married,basic,no,yes,yes,cellular,apr,fri,failure,no
admin,single,basic,no,yes,yes,cellular,apr,fri,nonexistent,no
services,married,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
management,divorced,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,no,yes,cellular,apr,fri,nonexistent,no
student,single,professional.course,no,no,yes,cellular,apr,fri,failure,no
blue-collar,married,unknown,no,yes,no,cellular,apr,fri,failure,no
technician,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,success,no
technician,divorced,high.school,no,no,yes,telephone,apr,fri,nonexistent,no
admin,divorced,high.school,no,unknown,unknown,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,single,unknown,unknown,yes,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,no,yes,cellular,apr,fri,failure,no
blue-collar,divorced,basic,no,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,professional.course,no,no,yes,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,single,basic,no,unknown,unknown,cellular,apr,fri,failure,no
services,divorced,high.school,no,yes,no,telephone,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
entrepreneur,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
retired,married,high.school,unknown,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
blue-collar,divorced,basic,no,no,no,cellular,apr,fri,nonexistent,no
management,divorced,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,apr,fri,nonexistent,no
services,single,unknown,no,yes,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,single,high.school,no,no,no,cellular,apr,fri,failure,no
entrepreneur,married,professional.course,no,yes,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
entrepreneur,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
unemployed,single,basic,no,no,no,cellular,apr,fri,failure,no
services,married,high.school,no,no,no,cellular,apr,fri,failure,no
admin,single,university.degree,no,no,no,telephone,apr,fri,nonexistent,no
blue-collar,single,unknown,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,unknown,no,no,cellular,apr,fri,failure,no
services,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,no,no,telephone,apr,fri,nonexistent,yes
admin,married,high.school,no,yes,yes,cellular,apr,fri,nonexistent,yes
student,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
technician,divorced,high.school,no,no,no,telephone,apr,fri,success,yes
technician,single,professional.course,no,yes,no,telephone,apr,fri,nonexistent,no
admin,divorced,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,no,no,no,cellular,apr,fri,failure,no
management,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
admin,single,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,single,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,failure,no
admin,divorced,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,no,yes,cellular,apr,fri,nonexistent,no
services,divorced,unknown,no,no,no,cellular,apr,fri,failure,no
admin,married,high.school,no,no,yes,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,unknown,yes,no,cellular,apr,fri,failure,no
management,single,university.degree,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
management,divorced,university.degree,no,no,yes,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
services,single,high.school,no,no,no,cellular,apr,fri,failure,no
admin,divorced,high.school,no,no,yes,cellular,apr,fri,nonexistent,yes
retired,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
self-employed,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
student,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
entrepreneur,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,no,no,telephone,apr,fri,nonexistent,no
technician,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
management,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,divorced,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
services,single,unknown,no,no,no,telephone,apr,fri,nonexistent,yes
blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,failure,no
admin,married,university.degree,no,no,yes,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,apr,mon,failure,no
technician,single,professional.course,no,no,no,cellular,apr,mon,nonexistent,no
housemaid,married,basic,no,yes,no,cellular,apr,mon,nonexistent,yes
admin,married,basic,no,yes,no,cellular,apr,mon,nonexistent,no
services,married,high.school,no,yes,yes,cellular,apr,mon,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,mon,failure,no
admin,married,high.school,no,no,no,cellular,apr,mon,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,apr,mon,nonexistent,no
self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,nonexistent,no
technician,single,professional.course,unknown,yes,no,cellular,apr,mon,nonexistent,no
student,single,unknown,no,yes,yes,cellular,apr,mon,nonexistent,yes
entrepreneur,married,basic,unknown,yes,no,cellular,apr,mon,nonexistent,no
retired,married,basic,no,yes,yes,telephone,apr,mon,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,mon,failure,no
blue-collar,married,basic,no,no,yes,cellular,apr,mon,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,apr,mon,failure,no
student,single,unknown,no,yes,no,cellular,apr,mon,nonexistent,yes
services,single,high.school,no,no,no,cellular,apr,mon,nonexistent,yes
management,married,university.degree,unknown,no,no,cellular,apr,mon,nonexistent,no
entrepreneur,married,university.degree,unknown,no,no,cellular,apr,mon,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,mon,nonexistent,no
self-employed,divorced,university.degree,no,yes,no,telephone,apr,mon,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,apr,mon,nonexistent,no
retired,married,high.school,no,no,yes,cellular,apr,mon,nonexistent,no
entrepreneur,married,basic,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,mon,failure,no
technician,married,university.degree,no,no,no,cellular,apr,mon,nonexistent,no
services,single,high.school,no,yes,no,cellular,apr,mon,nonexistent,yes
blue-collar,married,basic,no,yes,yes,cellular,apr,mon,nonexistent,no
technician,divorced,basic,no,no,no,cellular,apr,mon,nonexistent,no
student,single,university.degree,no,yes,yes,telephone,apr,mon,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,apr,mon,failure,no
services,married,high.school,no,yes,no,cellular,apr,mon,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,apr,mon,nonexistent,no
management,married,university.degree,no,no,no,cellular,apr,mon,nonexistent,no
management,single,high.school,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,divorced,basic,no,yes,yes,cellular,apr,mon,nonexistent,no
entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,failure,no
services,married,high.school,no,no,no,cellular,apr,mon,nonexistent,yes
blue-collar,married,basic,no,yes,no,telephone,apr,mon,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,apr,mon,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,apr,mon,nonexistent,no
retired,married,high.school,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,single,basic,no,no,no,cellular,apr,mon,nonexistent,no
unemployed,single,professional.course,unknown,yes,no,cellular,apr,mon,nonexistent,no
technician,single,high.school,no,yes,no,cellular,apr,mon,nonexistent,no
management,single,university.degree,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,single,professional.course,unknown,yes,yes,telephone,apr,mon,failure,no
services,single,basic,no,yes,no,cellular,apr,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,mon,nonexistent,no
admin,married,basic,no,no,no,telephone,apr,mon,failure,no
admin,married,high.school,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,yes,yes,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,mon,nonexistent,no
self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,nonexistent,yes
self-employed,married,professional.course,no,yes,no,cellular,apr,mon,nonexistent,yes
technician,single,university.degree,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,mon,failure,no
entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,nonexistent,no
technician,single,professional.course,no,no,no,cellular,apr,mon,nonexistent,no
entrepreneur,single,university.degree,no,no,no,cellular,apr,mon,failure,no
technician,married,high.school,unknown,no,no,cellular,apr,mon,failure,no
services,single,high.school,no,no,no,cellular,apr,mon,failure,no
blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,nonexistent,no
self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon,nonexistent,no
admin,divorced,high.school,no,unknown,unknown,cellular,apr,mon,failure,no
blue-collar,married,high.school,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,mon,nonexistent,yes
blue-collar,single,unknown,unknown,no,no,cellular,apr,mon,nonexistent,no
blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,failure,no
admin,married,high.school,unknown,no,no,telephone,apr,mon,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,mon,nonexistent,no
services,married,high.school,no,yes,yes,cellular,apr,mon,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,apr,mon,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,no,yes,cellular,apr,mon,nonexistent,no
blue-collar,single,basic,no,yes,yes,cellular,apr,mon,nonexistent,no
technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,failure,no
services,married,high.school,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,mon,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,mon,nonexistent,no
blue-collar,single,basic,no,no,no,cellular,apr,mon,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,mon,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,apr,mon,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,mon,nonexistent,no
self-employed,single,university.degree,no,yes,no,cellular,apr,mon,nonexistent,no
student,single,high.school,no,yes,no,cellular,apr,mon,failure,no
entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,nonexistent,no
blue-collar,single,professional.course,no,yes,no,cellular,apr,mon,failure,no
admin,married,professional.course,no,yes,no,cellular,apr,mon,nonexistent,no
services,divorced,high.school,no,yes,yes,cellular,apr,mon,nonexistent,no
services,divorced,high.school,no,yes,no,cellular,apr,mon,failure,no
technician,married,professional.course,no,yes,no,cellular,apr,mon,nonexistent,no
